Data values,Data description,Area code,Area name,Indicator,Notes
0.75,Rate per 100,W01000042,Tysilio,Police recorded antisocial behaviour per at-risk population,
0.23,Rate per 100,W01000042,Tysilio,Police recorded theft per at-risk population,
,Rate per 100,W01000042,Tysilio,Police recorded burglary per residential dwelling,Confidential
0.13,Rate per 100,W01000042,Tysilio,Fire incidents per at-risk population,
,Rate per 100,W01000044,Valley 2,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000044,Valley 2,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01000044,Valley 2,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000044,Valley 2,Police recorded violence without injury per at-risk population,Confidential
,Rate per 100,W01000044,Valley 2,Police recorded stalking and harassment per at-risk population,Confidential
,Rate per 100,W01000044,Valley 2,Police recorded antisocial behaviour per at-risk population,Confidential
,Rate per 100,W01000044,Valley 2,Police recorded theft per at-risk population,Confidential
,Rate per 100,W01000044,Valley 2,Police recorded burglary per residential dwelling,Confidential
0.06,Rate per 100,W01000044,Valley 2,Fire incidents per at-risk population,
,Rate per 100,W01000047,Abererch,Police recorded violence with injury per at-risk population,Confidential
0.48,Rate per 100,W01000047,Abererch,Police recorded public order offences per at-risk population,
0.48,Rate per 100,W01000047,Abererch,Police recorded criminal damage per at-risk population,
0.64,Rate per 100,W01000047,Abererch,Police recorded violence without injury per at-risk population,
0.42,Rate per 100,W01000047,Abererch,Police recorded stalking and harassment per at-risk population,
0.5,Rate per 100,W01000047,Abererch,Police recorded antisocial behaviour per at-risk population,
0.45,Rate per 100,W01000047,Abererch,Police recorded theft per at-risk population,
,Rate per 100,W01000047,Abererch,Police recorded burglary per residential dwelling,Confidential
0.22,Rate per 100,W01000047,Abererch,Fire incidents per at-risk population,
0.45,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded violence with injury per at-risk population,
0.69,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded public order offences per at-risk population,
0.63,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded criminal damage per at-risk population,
0.57,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded violence without injury per at-risk population,
0.66,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded stalking and harassment per at-risk population,
1.22,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded antisocial behaviour per at-risk population,
1.53,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded theft per at-risk population,
0.6,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Police recorded burglary per residential dwelling,
0.59,Rate per 100,W01000050,"Abergwyngregyn, Llanllechid a Llandygai",Fire incidents per at-risk population,
0.73,Rate per 100,W01000051,Y Bala,Police recorded violence with injury per at-risk population,
0.68,Rate per 100,W01000051,Y Bala,Police recorded public order offences per at-risk population,
0.7,Rate per 100,W01000051,Y Bala,Police recorded criminal damage per at-risk population,
0.82,Rate per 100,W01000051,Y Bala,Police recorded violence without injury per at-risk population,
0.93,Rate per 100,W01000051,Y Bala,Police recorded stalking and harassment per at-risk population,
1.16,Rate per 100,W01000051,Y Bala,Police recorded antisocial behaviour per at-risk population,
0.52,Rate per 100,W01000051,Y Bala,Police recorded theft per at-risk population,
0.69,Rate per 100,W01000051,Y Bala,Police recorded burglary per residential dwelling,
0.17,Rate per 100,W01000051,Y Bala,Fire incidents per at-risk population,
,Rate per 100,W01000052,Bethel,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000052,Bethel,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01000052,Bethel,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000052,Bethel,Police recorded violence without injury per at-risk population,Confidential
0.58,Rate per 100,W01000052,Bethel,Police recorded stalking and harassment per at-risk population,
0.61,Rate per 100,W01000052,Bethel,Police recorded antisocial behaviour per at-risk population,
,Rate per 100,W01000052,Bethel,Police recorded theft per at-risk population,Confidential
,Rate per 100,W01000052,Bethel,Police recorded burglary per residential dwelling,Confidential
0.09,Rate per 100,W01000052,Bethel,Fire incidents per at-risk population,
,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded violence with injury per at-risk population,Confidential
0.47,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded public order offences per at-risk population,
,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded violence without injury per at-risk population,Confidential
0.56,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded stalking and harassment per at-risk population,
0.58,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded antisocial behaviour per at-risk population,
0.62,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded theft per at-risk population,
,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Police recorded burglary per residential dwelling,Confidential
0.48,Rate per 100,W01000053,"Ceunant, Cwm-y-glo",Fire incidents per at-risk population,
,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded public order offences per at-risk population,Confidential
0.6,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded criminal damage per at-risk population,
0.47,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded violence without injury per at-risk population,
0.83,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded stalking and harassment per at-risk population,
1.14,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded antisocial behaviour per at-risk population,
0.59,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded theft per at-risk population,
,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Police recorded burglary per residential dwelling,Confidential
0.46,Rate per 100,W01000054,Y Bontnewydd a Llanfaglan,Fire incidents per at-risk population,
0.78,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded violence with injury per at-risk population,
0.8,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded public order offences per at-risk population,
0.98,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded criminal damage per at-risk population,
1.43,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded violence without injury per at-risk population,
1.4,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded stalking and harassment per at-risk population,
2.83,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded antisocial behaviour per at-risk population,
0.62,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded theft per at-risk population,
0.64,Rate per 100,W01000056,Bowydd a'r Rhiw,Police recorded burglary per residential dwelling,
0.54,Rate per 100,W01000056,Bowydd a'r Rhiw,Fire incidents per at-risk population,
0.38,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded violence with injury per at-risk population,
0.33,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded public order offences per at-risk population,
0.54,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded criminal damage per at-risk population,
0.73,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded violence without injury per at-risk population,
0.57,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded stalking and harassment per at-risk population,
0.81,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded antisocial behaviour per at-risk population,
0.53,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded theft per at-risk population,
,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Police recorded burglary per residential dwelling,Confidential
0.49,Rate per 100,W01000057,"Brithdir a Llanfachreth, Y Ganllwyd a Llanelltud",Fire incidents per at-risk population,
1.32,Rate per 100,W01000059,Cadnant,Police recorded violence with injury per at-risk population,
1.79,Rate per 100,W01000059,Cadnant,Police recorded public order offences per at-risk population,
1.72,Rate per 100,W01000059,Cadnant,Police recorded criminal damage per at-risk population,
1.75,Rate per 100,W01000059,Cadnant,Police recorded violence without injury per at-risk population,
2.07,Rate per 100,W01000059,Cadnant,Police recorded stalking and harassment per at-risk population,
4.68,Rate per 100,W01000059,Cadnant,Police recorded antisocial behaviour per at-risk population,
0.84,Rate per 100,W01000059,Cadnant,Police recorded theft per at-risk population,
0.88,Rate per 100,W01000059,Cadnant,Police recorded burglary per residential dwelling,
0.35,Rate per 100,W01000059,Cadnant,Fire incidents per at-risk population,
,Rate per 100,W01000060,Corris a Mawddwy,Police recorded violence with injury per at-risk population,Confidential
0.39,Rate per 100,W01000060,Corris a Mawddwy,Police recorded public order offences per at-risk population,
0.42,Rate per 100,W01000060,Corris a Mawddwy,Police recorded criminal damage per at-risk population,
0.41,Rate per 100,W01000060,Corris a Mawddwy,Police recorded violence without injury per at-risk population,
0.54,Rate per 100,W01000060,Corris a Mawddwy,Police recorded stalking and harassment per at-risk population,
0.84,Rate per 100,W01000060,Corris a Mawddwy,Police recorded antisocial behaviour per at-risk population,
,Rate per 100,W01000060,Corris a Mawddwy,Police recorded theft per at-risk population,Confidential
,Rate per 100,W01000060,Corris a Mawddwy,Police recorded burglary per residential dwelling,Confidential
0.19,Rate per 100,W01000060,Corris a Mawddwy,Fire incidents per at-risk population,
0.39,Rate per 100,W01000061,Criccieth,Police recorded violence with injury per at-risk population,
0.37,Rate per 100,W01000061,Criccieth,Police recorded public order offences per at-risk population,
0.58,Rate per 100,W01000061,Criccieth,Police recorded criminal damage per at-risk population,
0.68,Rate per 100,W01000061,Criccieth,Police recorded violence without injury per at-risk population,
0.46,Rate per 100,W01000061,Criccieth,Police recorded stalking and harassment per at-risk population,
1.53,Rate per 100,W01000061,Criccieth,Police recorded antisocial behaviour per at-risk population,
0.64,Rate per 100,W01000061,Criccieth,Police recorded theft per at-risk population,
,Rate per 100,W01000061,Criccieth,Police recorded burglary per residential dwelling,Confidential
0.12,Rate per 100,W01000061,Criccieth,Fire incidents per at-risk population,
2.14,Rate per 100,W01000062,Deiniol,Police recorded violence with injury per at-risk population,
3.51,Rate per 100,W01000062,Deiniol,Police recorded public order offences per at-risk population,
1.81,Rate per 100,W01000062,Deiniol,Police recorded criminal damage per at-risk population,
2.95,Rate per 100,W01000062,Deiniol,Police recorded violence without injury per at-risk population,
1.23,Rate per 100,W01000062,Deiniol,Police recorded stalking and harassment per at-risk population,
4.16,Rate per 100,W01000062,Deiniol,Police recorded antisocial behaviour per at-risk population,
1.91,Rate per 100,W01000062,Deiniol,Police recorded theft per at-risk population,
2.18,Rate per 100,W01000062,Deiniol,Police recorded burglary per residential dwelling,
0.45,Rate per 100,W01000062,Deiniol,Fire incidents per at-risk population,
0.74,Rate per 100,W01000063,Deiniolen,Police recorded violence with injury per at-risk population,
0.65,Rate per 100,W01000063,Deiniolen,Police recorded public order offences per at-risk population,
0.89,Rate per 100,W01000063,Deiniolen,Police recorded criminal damage per at-risk population,
1.09,Rate per 100,W01000063,Deiniolen,Police recorded violence without injury per at-risk population,
1.26,Rate per 100,W01000063,Deiniolen,Police recorded stalking and harassment per at-risk population,
1.23,Rate per 100,W01000063,Deiniolen,Police recorded antisocial behaviour per at-risk population,
0.51,Rate per 100,W01000063,Deiniolen,Police recorded theft per at-risk population,
